1.Taxonomic Level;2.Taxonomic Level;3.Taxonomic Level;4.Taxonomic.Level;5.Taxonomic Level;Capture location;Capture location LAT;Capture location LONG;Date of Sample Collection;Device;File Name;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;14r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;15l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;15r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;16l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;16r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;17l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;17r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;18l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;18r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;19l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;19r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;20r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;21l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;21r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;22r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;23l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;24l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;23/07/2021;Olympus SZ81;24r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;25l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;25r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;26l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;26r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;27l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;27r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;28l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;28r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;29l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;29r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;30l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;30r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;31l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;32l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;32r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;33l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;33r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;34l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;34r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;35l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;35r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;36l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;36r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;37l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;37r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;38l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;38r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;39l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;39r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;40l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;40r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;41l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;41r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;42l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;42r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;43l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;43r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;44l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;44r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;45l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;45r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;46l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;46r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;47l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;47r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;47rlCulex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;48l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;48r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;49l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;07/08/2021;Olympus SZ81;49r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;50l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;50r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;51l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;52l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;52r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;53l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;53r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;54l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;54r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;55l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;55r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;56l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;56r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;57l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;57r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;58l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;58r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;59l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;59r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;60l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;60r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;61r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;62l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;62r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;63l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;64l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;64r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;65r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;66l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;66r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;67l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;67r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;68l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;68r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;69l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;70l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;70r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;71l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;71r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;72l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;72r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;73r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;74l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;10/07/2021;Olympus SZ81;74r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;75l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;75r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;76l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;76r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;77l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;77r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;78l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;78r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;79r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;80l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;80r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;81l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;81r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;82r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;83l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;83r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;84l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;15/07/2021;Olympus SZ81;84r_Culex_pipiens_Ba.tif;;;;;;;;
